,id,per_square_meter_price
119,COL_298102,117685319.52185975
120,COL_298103,117685447.86878836
121,COL_298104,117699640.44744563
122,COL_298261,70037671.31415273
123,COL_298459,560924360.2258992
124,COL_298471,92920858.0789074
125,COL_298481,172686107.67599523
126,COL_298516,121513344.4603082
127,COL_298532,51275993.06710887
128,COL_298539,44733017.78516211
129,COL_298593,560576979.0675546
130,COL_298719,62143625.59421783
131,COL_298724,17316952.76380741
132,COL_298733,172010102.17563298
133,COL_298817,117856359.54963927
134,COL_298837,134236178.72521707
135,COL_298968,560736166.2782147
136,COL_299209,119691446.0151224
137,COL_299221,561032218.0837984
138,COL_299361,117701578.28000233
139,COL_299366,117868723.21832126
140,COL_299450,117931587.00496416
141,COL_299454,117862170.02394685
142,COL_299455,117719517.37063178
143,COL_299459,117623450.77197944
144,COL_299464,117542231.62698124
145,COL_299468,117709204.52140419
146,COL_299486,117496309.64280976
147,COL_299491,117885080.78968057
148,COL_299497,117806690.2526583
149,COL_299499,117524649.8826003
150,COL_299501,117739677.1615394
151,COL_299540,64602332.90964578
152,COL_299615,46984070.511706665
153,COL_299659,1300675667.548587
154,COL_299678,560958595.0679913
155,COL_299795,125353739.23821656
156,COL_299818,172021288.97476012
157,COL_299819,117817473.0227788
158,COL_299820,117817546.00696728
159,COL_299960,117470923.84848893
160,COL_300095,117572179.68395624
161,COL_300108,561344034.3647498
162,COL_300125,47044775.46644278
163,COL_300144,560819300.9529544
164,COL_300225,117882011.68429455
165,COL_300305,560990364.8734506
166,COL_300423,64816720.54929788
167,COL_300491,24959939.72983346
168,COL_300562,91933554.5397589
169,COL_300747,61713879.16651913
170,COL_300816,44698874.90666586
171,COL_300942,156538140.96623418
172,COL_300959,51770460.02200818
173,COL_300962,156523998.4052534
174,COL_301220,114039586.19347426
175,COL_301285,65298898.439718306
176,COL_301290,62809133.67873797
177,COL_301303,117640680.14018391
178,COL_301367,117538858.97382374
179,COL_301368,117569224.18841764
180,COL_301378,117528612.59463392
181,COL_301401,41931482.62709518
182,COL_301444,38159315.861327864
183,COL_301445,23428356.853313357
184,COL_301574,557156062.9196008
185,COL_301649,38137295.729996346
186,COL_301669,92226431.76953778
187,COL_301670,91947683.005991
188,COL_301679,65124494.836018294
189,COL_301709,47195667.748819046
190,COL_301757,561076168.4797548
191,COL_301819,51737329.462794445
192,COL_301820,51744563.022056006
193,COL_301821,51747132.46699659
194,COL_301822,51745228.785133764
195,COL_301823,51744173.00218276
196,COL_301843,34112710.69138437
197,COL_301976,65209992.44267778
198,COL_301986,125237091.89103034
199,COL_302097,156089156.4312804
200,COL_302111,117856982.0195524
201,COL_302139,114753578.45854001
202,COL_302293,66888689.05871828
203,COL_302294,66586986.98550864
204,COL_302428,110585065.35705599
205,COL_302465,34226086.62635126
206,COL_302497,40949552.70857184
207,COL_302548,56143228.777321525
208,COL_302597,125283931.51523201
209,COL_302726,172087381.4663817
210,COL_302745,110657672.80707914
211,COL_302873,44719533.687488355
212,COL_302926,44826710.207697034
213,COL_302986,65154757.39289131
214,COL_302987,64664860.223889686
215,COL_302994,156534991.862078
216,COL_303002,69869042.32425736
217,COL_303004,64587260.817877874
218,COL_303007,63017896.04952593
219,COL_303069,65279723.20158334
220,COL_303147,38190514.31371723
221,COL_303265,61991829.26167653
222,COL_303285,117817132.58321892
223,COL_303366,117828611.77086967
224,COL_303405,557221729.7483841
225,COL_303564,47157385.99062861
226,COL_303569,37992910.74312318
227,COL_303618,69733276.66828385
228,COL_303623,126026160.04578403
229,COL_303624,126026171.80185086
230,COL_303625,126025899.57353331
231,COL_303626,126024785.50227275
232,COL_303627,125355383.79455586
233,COL_303637,172249787.9812302
234,COL_303638,172264975.51971778
235,COL_304041,34424851.74710424
236,COL_304147,1303222840.8575115
237,COL_304255,561249845.3519171
238,COL_304280,173574497.31129938
239,COL_304320,156185145.4496253
240,COL_304322,156185555.88533422
241,COL_304323,156182488.126235
242,COL_304324,156167389.08249128
243,COL_304325,156182195.8342966
244,COL_304367,91690638.64415331
245,COL_304546,117995577.29674143
246,COL_304550,117893678.43197314
247,COL_304552,118144388.1485831
248,COL_304561,65086936.977971725
249,COL_304585,117709028.58600448
250,COL_304853,117800676.86958309
251,COL_304902,69405203.33583875
252,COL_304978,61803742.56150309
253,COL_304984,39159393.357180595
254,COL_305002,134347274.83980864
255,COL_305017,117863797.15176973
256,COL_305038,38217190.0991131
257,COL_305057,133733772.24242051
258,COL_305058,133734052.45024335
259,COL_305059,133734011.3466068
260,COL_305114,561268071.0490422
261,COL_305373,52538603.60170351
262,COL_305382,117818965.00003357
263,COL_305383,117818785.41717353
264,COL_305384,117819005.47157176
265,COL_305385,117819008.02320085
266,COL_305386,117818976.3220542
267,COL_305387,117818998.32460484
268,COL_305388,117818882.01824242
269,COL_305413,156277628.23608744
270,COL_305607,134110374.07540429
271,COL_305652,134059921.20292185
272,COL_305726,561035971.75509
273,COL_305896,68597280.17463413
274,COL_305924,156175933.667157
275,COL_305926,156175591.91864237
276,COL_306033,69548178.65931557
277,COL_306088,172352688.950513
278,COL_306141,91677497.3477284
279,COL_306143,91678271.45484376
280,COL_306144,92445655.118583
281,COL_306151,92513233.9226938
282,COL_306153,92528441.53705238
283,COL_306154,92457691.01851359
284,COL_306155,92643794.18767942
285,COL_306206,117727153.33932018
286,COL_306621,44902023.61093889
287,COL_306728,117846060.0168159
288,COL_306758,62815153.371597044
289,COL_306763,117857665.72497895
290,COL_306803,20315773.021263476
291,COL_306853,123731524.1556428
292,COL_306892,70519763.53645389
293,COL_306938,117783250.30293944
294,COL_307001,172078417.9199045
295,COL_307043,114428686.0032367
296,COL_307158,44890685.278013565
297,COL_307269,81662994.06217095
298,COL_307356,117938292.09727228
299,COL_307480,67652254.44354679
300,COL_307529,44708046.26112509
301,COL_307623,17747552.40340628
302,COL_307819,125241732.81839202
303,COL_307874,125241967.96527311
304,COL_307945,117880216.93496574
305,COL_307986,117752767.95433977
306,COL_308206,149860862.25146437
307,COL_308211,134330947.5948863
308,COL_308429,117683516.19707476
309,COL_308446,30458689.777762003
310,COL_308472,134347140.2394157
311,COL_308486,156603996.76412573
312,COL_308492,156604084.22960386
313,COL_308493,156603702.53898123
314,COL_308743,38220408.61692998
315,COL_308803,47102107.96594252
316,COL_308813,65334569.430023804
317,COL_308963,92644775.64237477
318,COL_308966,91667532.47827773
319,COL_309079,117798492.02463661
320,COL_309121,92920846.38537619
321,COL_309434,133885270.14335743
322,COL_309612,44719266.839278564
323,COL_309635,38262205.43073322
324,COL_309640,57722149.23212812
325,COL_309642,57862461.74988834
326,COL_309784,69512734.74423544
327,COL_310093,69217024.47240715
328,COL_310107,69216825.38092238
329,COL_310164,39965078.92368147
330,COL_310207,40726518.50418404
331,COL_310218,46973423.3867819
332,COL_310311,125295455.66985537
333,COL_310315,65064152.77413224
334,COL_310359,81825137.76570733
335,COL_310405,117758112.52800955
336,COL_310447,125323576.63189392
337,COL_310503,125159046.29596952
338,COL_310570,70541322.09377553
339,COL_310590,51898560.694388345
340,COL_310604,51284964.75842556
341,COL_310641,561041691.3933215
342,COL_310642,134143723.54445674
343,COL_310656,561607738.7527943
344,COL_310722,62634174.47915624
345,COL_310897,124161957.4419785
346,COL_311016,30537213.38010115
347,COL_311017,30705567.791670542
348,COL_311018,30544811.479941256
349,COL_311025,30357952.71399679
350,COL_311026,30350664.480299626
351,COL_311068,30400264.36711949
352,COL_311128,134518438.2499611
353,COL_311187,1299817632.9907339
354,COL_311188,1299817534.3536432
355,COL_311328,560733822.2923781
356,COL_311348,126349840.45618771
357,COL_311537,117852605.07582591
358,COL_311660,47063237.689755306
359,COL_311665,124987421.58068594
360,COL_311698,69254253.09248284
361,COL_311704,561044643.3677197
362,COL_311870,81663158.52099857
363,COL_312002,34111739.3526371
364,COL_312005,1303749450.113498
365,COL_312006,29284048.889742933
366,COL_312007,29283525.934013866
367,COL_312010,117776794.7357313
368,COL_312014,18619538.334788196
369,COL_312208,110686487.09618515
370,COL_312270,25876631.934828386
371,COL_312284,117920789.70812899
372,COL_312290,28662699.25336116
373,COL_312323,117576385.96173751
374,COL_312335,34604917.541813195
375,COL_312455,172616507.98691827
376,COL_312609,117493515.96105088
377,COL_312628,117467128.21629569
378,COL_312649,69480532.61183406
379,COL_312672,172006635.5143799
380,COL_312673,172007332.69469395
381,COL_312695,34601348.692466095
382,COL_312997,561223452.7078387
383,COL_313006,69881717.33489844
384,COL_313065,64599379.36906917
385,COL_313068,64911010.85612426
386,COL_313211,46922938.192368336
387,COL_313268,1302929265.2810624
388,COL_313304,133876709.7862685
389,COL_313352,125014330.2039155
390,COL_313363,47038944.92941127
391,COL_313535,117623074.45109881
392,COL_313559,561166517.485894
393,COL_313572,69960265.49653621
394,COL_313573,69959519.90617299
395,COL_313574,155988862.89700058
396,COL_313597,44467353.349876344
397,COL_313606,172230654.4636658
398,COL_313694,117725356.33808213
399,COL_313703,117607578.02958468
400,COL_313717,70225581.17120707
401,COL_313789,16019820.965711962
402,COL_313791,16020799.083089966
403,COL_313814,117820835.46498659
404,COL_314054,117782895.46807759
405,COL_314055,117782881.95253603
406,COL_314058,117782791.95276974
407,COL_314069,125762991.48553208
408,COL_314170,47062952.77348174
409,COL_314185,23378787.32797121
410,COL_314186,22652351.543212216
411,COL_314187,22591444.527629565
412,COL_314190,117403250.00391258
413,COL_314196,34289658.761033684
414,COL_314211,64712280.293001205
415,COL_314230,41067259.48607892
416,COL_314308,47274757.91013047
417,COL_314419,92937297.0967478
418,COL_314536,46864464.68576182
419,COL_314628,64579089.28034737
420,COL_314746,172086310.2827355
421,COL_314818,121393400.2049234
422,COL_314821,121393610.92904697
423,COL_314859,92371670.20513132
424,COL_314860,149567641.01117545
425,COL_314899,118298312.9763205
426,COL_314907,61790385.02621924
427,COL_314997,15763529.949231228
428,COL_315015,45965263.41682892
429,COL_315135,69417854.03819202
430,COL_315502,44449227.53668438
431,COL_315578,67733667.45337252
432,COL_315599,34297637.131133005
433,COL_315602,38326967.410047136
434,COL_315621,34080805.92559076
435,COL_315652,27935330.378928397
436,COL_315673,561019334.795005
437,COL_315724,117967245.55238248
438,COL_315806,69272196.23341261
439,COL_315970,51879430.014879294
440,COL_315976,23180359.405347653
441,COL_315977,23171837.47780906
442,COL_316014,113593507.23668301
443,COL_316015,113821613.74704288
444,COL_316017,113821442.63300642
445,COL_316021,113654438.18464673
446,COL_316022,113536505.30802368
447,COL_316023,113658478.85229796
448,COL_316024,113584216.34491365
449,COL_316025,113584210.42994492
450,COL_316150,82260879.03490572
451,COL_316180,117700436.44004573
452,COL_316181,92228612.33435057
453,COL_316289,81689516.94857463
454,COL_316308,47158849.69188083
455,COL_316323,34113354.43333584
456,COL_316387,149565312.191537
457,COL_316388,149565271.53353262
458,COL_316389,149567275.45933074
459,COL_316390,149566605.7310254
460,COL_316392,149563884.58820438
461,COL_316423,22816811.132848814
462,COL_316446,133833708.74533041
463,COL_316448,134055672.33728331
464,COL_316562,64569445.67926163
465,COL_316629,64783192.05677892
466,COL_316720,52131296.58225608
467,COL_316897,561281279.3428936
468,COL_316942,28663064.345216356
469,COL_317174,69195033.1608314
470,COL_317405,81783975.68905064
471,COL_317423,117554072.8863625
472,COL_317789,69398169.4012341
473,COL_317930,118151643.89710417
474,COL_318181,117757114.95140633
475,COL_318209,70153149.28481981
476,COL_318336,61859189.76553386
477,COL_318357,51129648.47014219
478,COL_318384,34149880.62577594
479,COL_318425,34110927.4170838
480,COL_318499,134317020.9955169
481,COL_318575,117460673.52062526
482,COL_318696,117459829.36914478
483,COL_318698,560909244.0263414
484,COL_318712,117836639.19880062
485,COL_318765,117697114.83649832
486,COL_319064,117758214.3848097
487,COL_319104,119782327.56100196
488,COL_319163,34147580.84914351
489,COL_319251,28995347.181028288
490,COL_319500,124083977.12571986
491,COL_319542,560800804.1532716
492,COL_319671,135191554.05438656
493,COL_319675,42675630.99201243
494,COL_319987,44596772.50504802
495,COL_319998,69482652.36197169
496,COL_320000,69482652.06168261
497,COL_320001,69482629.7238946
498,COL_320028,156128904.32313836
499,COL_320128,44869890.202356435
500,COL_320171,113871397.8760232
501,COL_320291,172127112.01457256
502,COL_320376,134545229.828564
503,COL_320430,26009116.454649497
504,COL_320446,44716186.83875772
505,COL_320452,30274717.723383784
506,COL_320470,64737897.59087959
507,COL_320478,67997158.78192124
508,COL_320498,20396604.186229315
509,COL_320518,47029768.120420076
510,COL_320693,117634783.39867902
511,COL_320824,65008462.708667845
512,COL_320905,16026261.04637999
513,COL_320942,561266743.0454018
514,COL_320966,69779051.11774532
515,COL_321061,134070997.43063837
516,COL_321088,44830538.852472216
517,COL_321099,117496998.10367313
518,COL_321128,560933183.8426187
519,COL_321407,123528941.64806971
520,COL_321417,117889937.36925495
521,COL_321427,117951226.64437504
522,COL_321474,70694970.23508132
523,COL_321621,117678612.57077354
524,COL_321670,134147449.72198191
525,COL_321677,125071320.73653282
526,COL_321820,20464745.355479255
527,COL_322106,69964823.82741883
528,COL_322266,64609022.130906686
529,COL_322288,69649052.4149565
530,COL_322290,117880205.46742545
531,COL_322311,126259194.30892906
532,COL_322356,70041725.56808344
533,COL_322378,117727864.66627765
534,COL_322380,125304867.92267492
535,COL_322428,70370499.85831727
536,COL_322436,123894602.78158805
537,COL_322462,114456488.37730585
538,COL_322463,113706295.68215004
539,COL_322511,67139043.5245091
540,COL_322568,69586465.14777353
541,COL_322595,22707940.13937995
542,COL_322623,69204165.43747091
543,COL_322624,69639346.00847572
544,COL_322665,117855556.47021592
545,COL_322676,173401329.39319015
546,COL_322749,69048694.1931427
547,COL_322954,41755501.74038225
548,COL_323025,117821817.31382668
549,COL_323034,133993302.9082984
550,COL_323061,34735703.9617309
551,COL_323075,34193048.310656294
552,COL_323078,61762098.46427914
553,COL_323084,63280578.51443889
554,COL_323247,69342351.35465945
555,COL_323258,62833262.88353247
556,COL_323261,63034021.702418655
557,COL_323330,65169622.420572445
558,COL_323355,557823045.6066087
559,COL_323590,69300267.21319725
560,COL_323647,62654714.93021463
561,COL_323671,62768883.002226464
562,COL_323683,561081057.9049877
563,COL_323882,172132991.9625828
564,COL_323938,157817326.9898383
565,COL_324197,562168716.659302
566,COL_324268,30456032.387815356
567,COL_324269,30426594.981848855
568,COL_324455,557966339.8671477
569,COL_324459,117761917.96835238
570,COL_324622,91833597.5933374
571,COL_324655,44660930.74542924
572,COL_324779,62639940.877871834
573,COL_324786,15892561.4674735
574,COL_324787,15892323.601107487
575,COL_324926,67684058.22690526
576,COL_324927,67670102.95776378
577,COL_324936,47038086.28217353
578,COL_324940,1301644566.144775
579,COL_324941,126260298.32623677
580,COL_325131,117703987.8555036
581,COL_325182,128180250.94620678
582,COL_325196,117671290.17653657
583,COL_325210,44520499.01209416
584,COL_325348,69371346.82644756
585,COL_325392,64557521.57502266
586,COL_325405,69725114.86772272
587,COL_325545,561269274.8361589
588,COL_325588,117709272.01672344
589,COL_325648,117780572.463801
590,COL_325649,117780638.5171706
591,COL_325650,117779118.23416215
592,COL_325651,117780714.01254174
593,COL_325652,117779396.34574422
594,COL_325653,117780402.45778896
595,COL_325696,118151362.08422206
596,COL_325699,117533773.2646347
597,COL_325703,118009993.38719444
598,COL_325707,117707895.09229189
599,COL_325847,134144166.93781732
600,COL_325884,123511889.95522863
601,COL_325904,119837140.11689885
602,COL_325905,119835904.8888092
603,COL_325942,557158268.6716835
604,COL_325998,558063021.5248406
605,COL_326043,17584241.257993907
606,COL_326045,17564981.239879448
607,COL_326068,51705189.53610091
608,COL_326108,156040754.2399325
609,COL_326130,29219879.250679046
610,COL_326171,51002786.52634642
611,COL_326268,62005648.486098774
612,COL_326466,69433797.73775919
613,COL_326531,50873514.01057008
614,COL_326680,172097359.41099784
615,COL_326753,67921303.83900131
616,COL_326804,51871137.724659346
617,COL_326997,171815502.79095003
618,COL_327062,69488586.39055529
619,COL_327071,51042718.94830236
620,COL_327138,38118635.08585145
621,COL_327471,33808176.03331973
622,COL_327568,61900179.22662994
623,COL_327627,45032782.97352945
624,COL_327732,27101502.096823625
625,COL_328038,15892536.898162043
626,COL_328039,15892380.117721558
627,COL_328086,69303888.81989305
628,COL_328127,135182178.26855806
629,COL_328128,38131589.17343295
630,COL_328240,124080497.50905384
631,COL_328284,51773834.027458794
632,COL_328358,156353594.96102583
633,COL_328408,28615799.410230648
634,COL_328598,68026648.00286001
635,COL_328785,28712297.46118353
636,COL_328832,117776032.92512383
637,COL_328912,117817473.41917385
638,COL_328916,27124504.79216948
639,COL_328952,56614375.05582635
640,COL_328998,155944388.26323092
641,COL_329153,134605499.29181907
642,COL_329196,64731302.84314196
643,COL_329239,117703384.3000612
644,COL_329262,117729464.43360144
645,COL_329356,41139824.51664031
646,COL_329509,117935513.72705744
647,COL_329554,38220099.71935767
648,COL_329557,39201573.51333988
649,COL_329663,47378098.225599796
650,COL_329708,62934490.630851634
651,COL_329757,109057958.1717283
652,COL_329828,64647603.54845368
653,COL_329829,157663453.29480365
654,COL_329857,69253568.88857657
655,COL_330022,123644615.98633115
656,COL_330075,34230077.23722155
657,COL_330085,34803533.29193818
658,COL_330199,133973798.2146354
659,COL_330234,117730881.40454872
660,COL_330254,133943546.0851549
661,COL_330260,133816961.44112687
662,COL_330277,156238658.54192176
663,COL_330324,47396419.93012301
664,COL_330335,51234790.72177882
665,COL_330474,117718792.84759115
666,COL_330477,117931430.45426543
667,COL_330553,117729241.98977634
668,COL_330624,120960816.65647927
669,COL_330666,117455963.46999134
670,COL_331046,150040953.74336982
671,COL_331047,149422389.22079965
672,COL_331049,149421847.39763883
673,COL_331062,1299936116.0611606
674,COL_331205,1300870642.0969744
675,COL_331263,156604869.28331795
676,COL_331270,61849180.22651482
677,COL_331278,69233338.17656529
678,COL_331289,109478023.20652917
679,COL_331365,69700099.54791284
680,COL_331412,63269871.19509708
681,COL_331441,40786497.85750157
682,COL_331442,40786378.987007335
683,COL_331466,28770381.56588868
684,COL_331559,114110926.36836635
685,COL_331572,113880685.71563376
686,COL_331601,30340479.9922598
687,COL_331762,47207668.1555911
688,COL_332006,69526549.41980739
689,COL_332433,44346896.71633652
690,COL_332669,41462778.25380505
691,COL_332717,109295510.19154441
692,COL_332726,120925758.81620431
693,COL_332856,40660781.62630925
694,COL_332908,1300852358.4889321
695,COL_332909,1300851256.3647244
696,COL_332910,1300851132.6533353
697,COL_332939,133808115.76059218
698,COL_333190,1300852368.9484262
699,COL_333309,172314912.76865855
700,COL_333329,92069515.2668004
701,COL_333350,119688547.2618061
702,COL_333390,44770345.696159236
703,COL_333472,28841464.877281737
704,COL_333473,556992509.5978743
705,COL_333518,117535181.12654561
706,COL_333530,117803792.78449246
707,COL_333545,557571745.9583627
708,COL_333556,117803292.5788212
709,COL_333576,29092108.04522852
710,COL_333736,67298165.48532103
711,COL_333788,134440464.8391414
712,COL_333866,133751705.50947978
713,COL_333867,133934945.3532857
714,COL_333928,134413966.58328834
715,COL_333957,42080441.707741275
716,COL_334037,44750953.07694891
717,COL_334047,64806426.579184525
718,COL_334091,557650452.3231933
719,COL_334183,64682200.65169143
720,COL_334229,70003979.37316191
721,COL_334288,561411692.5230176
722,COL_334468,22463679.74036931
723,COL_334548,46957586.476837225
724,COL_334639,34261541.612759985
725,COL_334741,21111510.023942675
726,COL_334989,67264384.65898257
727,COL_335047,117515987.15829653
728,COL_335092,39278458.781831115
729,COL_335505,172317397.32331556
730,COL_335523,51768997.9084011
731,COL_335574,117880720.361208
732,COL_335589,69682425.67281066
733,COL_335708,81941593.83873434
734,COL_335714,70043962.77931008
735,COL_335836,64764133.83663495
736,COL_336093,91908194.12979472
737,COL_336095,65001087.518211536
738,COL_336259,63114836.51376266
739,COL_336264,109322762.570206
740,COL_336267,38166833.310751304
741,COL_336462,560814630.7440236
742,COL_336493,172192955.59458968
743,COL_336495,172191992.25573266
744,COL_336499,51822388.61583464
745,COL_336531,125511690.33320902
746,COL_336685,39615606.35371002
747,COL_336736,117956320.6834204
748,COL_336855,172015888.54573062
749,COL_336874,47279189.85945052
750,COL_336932,108947271.3085777
751,COL_336963,560984319.9021664
752,COL_336967,128473578.56142372
753,COL_337195,134788777.7554219
754,COL_337254,117690414.3736493
755,COL_337273,115145684.81025085
756,COL_337309,157713172.8149944
757,COL_337318,62522898.96018076
758,COL_337346,69342744.64815591
759,COL_337386,118140339.382681
760,COL_337590,64614912.896892235
761,COL_337593,64574985.41652845
762,COL_337666,69079045.1177587
763,COL_337681,41935475.10105056
764,COL_337895,10449763.245185006
765,COL_337901,117683190.75978237
766,COL_337971,39243127.28847248
767,COL_338002,133767974.87726307
768,COL_338038,172066501.52581868
769,COL_338039,172066203.62329707
770,COL_338276,39236505.84601405
771,COL_338279,149847858.90531528
772,COL_338421,47036557.93964621
773,COL_338506,69373916.14242207
774,COL_338557,156397021.6258553
775,COL_338558,156396293.2197876
776,COL_338559,156396982.88042927
777,COL_338560,156396679.29281405
778,COL_338561,156396723.81567076
779,COL_338562,156397148.2282918
780,COL_338607,34583831.2752622
781,COL_338609,128607445.95287904
782,COL_338673,44890825.19098822
783,COL_338850,77652557.0947158
784,COL_338864,92200545.75317934
785,COL_338944,113810148.03347282
786,COL_339089,69655757.12796775
787,COL_339113,20301713.977606364
788,COL_339428,64804367.18713739
789,COL_339440,40607408.122912005
790,COL_339645,67230766.37214294
791,COL_339657,113821709.79566582
792,COL_339727,32642781.47732471
793,COL_339728,32642887.08682975
794,COL_339729,32644528.24577342
795,COL_339772,117967619.46648015
796,COL_339793,47092874.77006783
797,COL_339822,117721896.84060654
798,COL_339866,156404736.96721992
799,COL_339878,68443106.5163479
800,COL_339889,69348251.42854929
801,COL_339893,69258699.90712066
802,COL_339912,117275900.52486545
803,COL_339987,64729324.46666428
804,COL_339993,117787687.63944204
805,COL_340011,117707038.46424569
806,COL_340117,51076834.46816552
807,COL_340369,41875738.5123884
808,COL_340447,121772958.53200632
809,COL_340462,32639241.694300182
810,COL_340506,34205908.51074492
811,COL_340519,51380359.758257926
812,COL_340520,51379926.37959386
813,COL_340521,51374510.90045685
814,COL_340655,15938598.209667368
815,COL_340657,64520814.863284074
816,COL_340794,561774119.547118
817,COL_340796,65455956.16948491
818,COL_340898,557218175.2309767
819,COL_340975,69319312.679463
820,COL_340994,62901983.9450204
821,COL_340995,62901522.939643174
822,COL_341014,44609307.426820576
823,COL_341069,561433845.0762676
824,COL_341070,51588590.28875992
825,COL_341184,65269695.94309263
826,COL_341212,69296393.3673298
827,COL_341220,44969363.57129151
828,COL_341237,44886377.41627608
829,COL_341310,16106834.632987494
830,COL_341351,28840308.07660274
831,COL_341414,117752020.04618147
832,COL_341465,156188234.13383308
833,COL_341487,47369233.37986532
834,COL_341496,34431023.53054046
835,COL_341683,69288301.71830627
836,COL_341692,64656791.175435975
837,COL_341722,117460718.81863299
838,COL_341744,91893917.20395918
839,COL_341762,156494531.73633602
840,COL_341805,64546055.612854615
841,COL_341889,44784415.161174536
842,COL_341936,50909351.326701775
843,COL_342040,151226067.7196624
844,COL_342111,172193913.50746408
845,COL_342208,47079812.83869914
846,COL_342209,46902275.4652567
847,COL_342211,47280788.956124395
848,COL_342212,46932526.72256073
849,COL_342258,69544904.45071065
850,COL_342326,156885905.695217
851,COL_342405,117721040.40727293
852,COL_342407,66591578.50031559
853,COL_342425,52034735.50419949
854,COL_342426,52034903.34334795
855,COL_342438,551529471.4687746
856,COL_342505,42064990.97400967
857,COL_342623,34172984.27277895
858,COL_342714,156928686.75840446
859,COL_342734,117828407.77399087
860,COL_342947,63047710.22419227
861,COL_342948,117482658.85402028
862,COL_343030,65058791.37061803
863,COL_343036,117757267.75687607
864,COL_343039,66904358.65554041
865,COL_343047,28556963.023338795
866,COL_343070,62575009.381783865
867,COL_343169,561200115.3557439
868,COL_343269,10338916.485291671
869,COL_343324,67473140.63640827
870,COL_343430,92944186.72969534
871,COL_343527,38244786.434840314
872,COL_343636,113900645.43965784
873,COL_343649,125478708.2360094
